era,period,interval,style,harmony_preparation,harmony_resolution,harmony_consecutive_permissibility,harmony_consecutive_quantity_max,counterpoint_preparation,counterpoint_resolution,counterpoint_consecutive_permissibility,counterpoint_consecutive_quantity_max,evidence,source_keys,source_urls,decade_specific_evidence,original_csv
19th century,1810-1819,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,b7,19C common-practice pedagogy (not decade-specific in sources),Dominant/secondary 7th need not be prepared; older diatonic 7ths often prepared; suspensions must be prepared.,Chordal 7th normally resolves downward by step; leading tone within the chord rises.,No structural consecutive 7ths; old dominant-seventh chain exception exists but not for beginners.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as passing dissonance from consonance by step.","Resolve down by step to 6th, or continue stepwise if passing.",No structural consecutive 7ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,M7,19C common-practice pedagogy (not decade-specific in sources),"Prepare if suspension/appoggiatura; if essential chromatic/major-seventh discord, no universal strict preparation.",Chordal 7th normally resolves downward by step; leading-note function may rise when it is not the chordal seventh.,No structural consecutive 7ths.,0 structural; exception no source max,"Prepare as 7-6 suspension by tie, or use as accented/free dissonance resolving by step.","Resolve down by step to 6th, or step to consonance according to melodic function.",No structural consecutive 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,Octave,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel octaves where rules forbid.,No moving consecutive octaves; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; beginning/final or controlled internal use.,"No required resolution, but do not proceed to another octave between same voices.",No parallel/consecutive octaves.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,b9,19C common-practice pedagogy (not decade-specific in sources),"Dominant minor 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
